0.010123968124389648,0.008740425109863281,0.00924825668334961,0.008002996444702148,0.010596513748168945,0.01135110855102539,0.006959676742553711,0.0070760250091552734,0.013459444046020508,0.011610031127929688,0.00865936279296875,0.0069162845611572266,0.006299734115600586,0.007080554962158203,0.012260198593139648,0.012438774108886719,0.010961771011352539,0.008863210678100586,0.007616281509399414,0.008262157440185547,0.00836324691772461,0.007603168487548828,0.009935379028320312,0.0076067447662353516,0.007655620574951172,0.009901285171508789,0.006600618362426758,0.0067806243896484375,0.026364564895629883,0.006379365921020508,0.00950932502746582,0.0060384273529052734,0.012936115264892578,0.010396003723144531,0.011598825454711914,0.007563352584838867,0.008171796798706055,0.008302927017211914,0.0057697296142578125,0.008359670639038086,0.00791478157043457,0.007575273513793945,0.006672859191894531,0.00626373291015625,0.006348133087158203,0.008489131927490234,0.0066831111907958984,0.010935306549072266,0.010423898696899414,0.008815288543701172,0.007441997528076172,0.008855819702148438,0.010403156280517578,0.01268458366394043,0.006913185119628906,0.010095596313476562,0.007809162139892578,0.00679326057434082,0.007381916046142578,0.008292913436889648,0.006513833999633789,0.00923919677734375,0.013094902038574219,0.014886856079101562,0.008710622787475586,0.005843162536621094,0.006163597106933594,0.009024620056152344,0.008138656616210938,0.012186050415039062,0.008214712142944336,0.009198904037475586,0.00898885726928711,0.007122039794921875,0.009419441223144531,0.010654687881469727,0.007892370223999023,0.0065343379974365234,0.01137685775756836,0.008461713790893555,0.012685775756835938,0.006303071975708008,0.010624408721923828,0.006376981735229492,0.010083198547363281,0.008826732635498047,0.0074040889739990234,0.007636308670043945,0.009556293487548828,0.010523557662963867,0.0069158077239990234,0.007713794708251953,0.01356363296508789,0.007333993911743164,0.008951663970947266,0.009198427200317383,0.0070953369140625,0.005903959274291992,0.010488271713256836,0.010274648666381836,0.011303424835205078,0.006903648376464844,0.008766412734985352,0.009531259536743164,0.006715059280395508,0.007650852203369141,0.010401725769042969,0.011701822280883789,0.00898122787475586,0.009003400802612305,0.006640195846557617,0.007468223571777344,0.017949819564819336,0.006810665130615234,0.010187625885009766,0.006824016571044922,0.012147903442382812,0.009081125259399414,0.006779909133911133,0.008292675018310547,0.01685619354248047,0.007778644561767578,0.008427619934082031,0.00839686393737793,0.008555173873901367,0.011214256286621094,0.008367061614990234,0.008011579513549805,0.012100696563720703,0.007800102233886719,0.013324260711669922,0.007437467575073242,0.007990360260009766,0.010061979293823242,0.0074536800384521484,0.006363868713378906,0.007109403610229492,0.005725383758544922,0.010890007019042969,0.008356332778930664,0.009105682373046875,0.0075969696044921875,0.01461029052734375,0.0066792964935302734,0.010251760482788086,0.008049249649047852,0.007590293884277344,0.011521100997924805,0.0069081783294677734,0.008104324340820312,0.009993791580200195,0.009562492370605469,0.007753610610961914,0.008353948593139648,0.007871389389038086,0.013560771942138672,0.011892080307006836,0.008484363555908203,0.009593009948730469,0.010126590728759766,0.00749516487121582,0.010880708694458008,0.010001420974731445,0.010725021362304688,0.010209321975708008,0.0070683956146240234,0.008992433547973633,0.008369684219360352,0.008094310760498047,0.010767221450805664,0.011435985565185547,0.010678768157958984,0.00737762451171875,0.007539272308349609,0.008585453033447266,0.008457183837890625,0.006903409957885742,0.007109642028808594,0.010271310806274414,0.006335020065307617,0.0074884891510009766,0.008619070053100586,0.0071392059326171875,0.01020669937133789,0.012796878814697266,0.009612321853637695,0.012724637985229492,0.0065267086029052734,0.0071163177490234375,0.009191274642944336,0.008869647979736328,0.009175777435302734,0.012134552001953125,0.007395267486572266,0.012412071228027344,0.008530378341674805,0.01209259033203125,0.012923240661621094,0.00846719741821289,0.0065021514892578125,0.008419275283813477,0.00678563117980957,0.013901710510253906,0.012254476547241211,0.00763702392578125,0.01096796989440918,0.012488603591918945,0.008878946304321289,0.00884866714477539,0.014632225036621094,0.01019597053527832,0.0066258907318115234,0.007901668548583984,0.006331443786621094,0.007926225662231445,0.011027097702026367,0.009167194366455078,0.0071756839752197266,0.008865594863891602,0.0071909427642822266,0.007570981979370117,0.008941650390625,0.007216453552246094,0.009831905364990234,0.010130167007446289,0.008010625839233398,0.010440349578857422,0.009933710098266602,0.010730981826782227,0.008996248245239258,0.00685882568359375,0.009238481521606445,0.008409261703491211,0.0059201717376708984,0.010673761367797852,0.006490468978881836,0.013357400894165039,0.010456085205078125,0.011356115341186523,0.008764028549194336,0.01122903823852539,0.014132022857666016,0.007425785064697266,0.006975889205932617,0.009064435958862305,0.007300376892089844,0.008666276931762695,0.0059163570404052734,0.005918264389038086,0.0073871612548828125,0.007562875747680664,0.00635528564453125,0.008786916732788086,0.0061490535736083984,0.009896278381347656,0.009219884872436523,0.008669137954711914,0.007142782211303711,0.015511512756347656,0.007082462310791016,0.007482290267944336,0.015378236770629883,0.008057832717895508,0.011292695999145508,0.012893199920654297,0.008121252059936523,0.007440090179443359,0.00921630859375,0.009191036224365234,0.0075414180755615234,0.005969524383544922,0.0072095394134521484,0.012909173965454102,0.00754237174987793,0.010390758514404297,0.00750279426574707,0.0076482295989990234,0.0062253475189208984,0.010371685028076172,0.0062220096588134766,0.007277011871337891,0.006144523620605469,0.0065155029296875,0.006270170211791992,0.006530284881591797,0.006727457046508789,0.006207466125488281,0.010726213455200195,0.0068111419677734375,0.011894941329956055,0.009456396102905273,0.006214141845703125,0.015652894973754883,0.011429309844970703,0.01118159294128418,0.006830692291259766,0.007658243179321289,0.010943889617919922,0.00942683219909668,0.016501426696777344,0.010713338851928711,0.010964632034301758,0.01027989387512207,0.006780862808227539,0.007326841354370117,0.007012605667114258,0.00751495361328125,0.009682416915893555,0.010009050369262695,0.017662525177001953,0.01198434829711914,0.008517742156982422,0.012399911880493164,0.01242518424987793,0.006604909896850586,0.013703584671020508,0.013692140579223633,0.013450384140014648,0.006522178649902344,0.006932497024536133,0.006816864013671875,0.006877899169921875,0.007123708724975586,0.009086370468139648,0.00737309455871582,0.011327266693115234,0.01261281967163086,0.010486125946044922,0.009871482849121094,0.01029825210571289,0.012894868850708008,0.014200448989868164,0.011306047439575195,0.009181976318359375,0.007622957229614258,0.006734609603881836,0.006834268569946289,0.007851362228393555,0.0075740814208984375,0.006644248962402344,0.009869575500488281,0.014918804168701172,0.00811910629272461,0.010989189147949219,0.008816957473754883,0.01199483871459961,0.008327007293701172,0.007530689239501953,0.009062767028808594,0.009550809860229492,0.010563373565673828,0.010751724243164062,0.007023811340332031,0.007697582244873047,0.006726980209350586,0.006461143493652344,0.007369041442871094,0.010598182678222656





